夏枯草,['名詞'],
石春,['名詞'],
熊啤啤,['名詞'],
啤啤熊,['名詞'],
火麒麟,['語句'],
麒麟,['名詞'],
重口,['形容詞'],
自,['語素'],
約炮,['動詞'],
羨慕 / 羡慕,['動詞'],
烏頭,['名詞'],
外露,['動詞'],
茄醬,['名詞'],
打水片,['動詞'],
轉口,['動詞'],
轉口港,['名詞'],
全片幅,['名詞'],
販毒,['動詞'],
毒品,['名詞'],
教會學校,['名詞'],敎會學校
插班,['動詞'],
插班生,['名詞'],
轉校,['動詞'],
鹹碟,['名詞'],
功架 / 工架,['名詞'],
販賣人口,['名詞'],
閒口,['名詞'],
口味,['名詞'],
重口味,['形容詞'],
龜,['名詞'],
曬太陽,['動詞'],
太陽花,['名詞'],
向日葵,['名詞'],
鹹帶,['名詞'],
英,['語素'],
白屋,['名詞'],
鼻煙壺,['名詞'],
息口,['名詞'],
造好,['動詞'],
高收,['動詞'],
蝕讓,['動詞'],
誤人子弟,['動詞'],
意淫,['動詞'],
滕,['名詞'],
場口,['名詞'],
實測,['動詞'],
搶口,['形容詞'],
麻省,['名詞'],
mean,['動詞'],
mean精,['名詞'],
設靈,['動詞'],
er,['動詞'],
思思縮縮 / 私私縮縮,['形容詞'],
入息,['名詞'],
興,['動詞'],
露肉,['動詞'],
家山,['名詞'],
捆綁 / 綑綁,['動詞'],
山洞,['名詞'],
窒,['動詞'],
拃,['量詞'],
日蝕 / 日食,['名詞'],
悔改,['動詞'],
大食,['形容詞'],
偏食,['名詞'],
風化,['動詞'],
風化,['名詞'],
貓,['形容詞'],
增持,['動詞'],
減持,['動詞'],
路面,['名詞'],
風化案,['名詞'],
除唔盡,['語句'],
除得盡,['語句'],
倍數,['名詞'],
黑雨,['名詞'],
翁媳,['名詞'],
侍應生,['名詞'],
侍應,['名詞'],
唔留情面,['語句'],
揀飲擇食,['動詞'],㨂飲擇食
轉數,['名詞'],
温馨,['形容詞'],溫馨
hi / 嗨,['語句'],
哋,['詞綴'],
獸父,['名詞'],
侵 / 摻,['動詞'],
雞棚,['名詞'],鷄棚
魯警,['名詞'],
口窒窒,['形容詞'],
遠日點,['名詞'],
近日點,['名詞'],
西 / 篩,['名詞'],
整定,['區別詞'],
日對夜對,['動詞'],
熱辣辣,['形容詞'],
式微,['動詞'],
馬騮,['名詞'],
姐姐,['名詞'],
孭位,['動詞'],
廢,['形容詞'],
攪鬼,['動詞'],
廠,['名詞'],
暨,['連詞'],曁
麥皮蟲,['名詞'],
四萬咁口 / 四萬噉口,['語句'],
應機,['動詞'],
貓樹,['名詞'],
三尖八角,['形容詞'],
燙,['形容詞'],
走雞,['動詞'],走鷄
打鑊甘 / 打鑊金,['動詞'],
肉緊,['形容詞'],
呻,['動詞'],
頹,['形容詞'],
冇壞,['形容詞'],
性冷感,['名詞'],
雞,['名詞'],鷄
臭雞,['名詞'],臭鷄
SP,['名詞'],
還,['動詞'],
周轉不靈,['語句'],
趣緻,['形容詞'],
攬身攬勢,['動詞'],
吹水唔抹咀 / 吹水唔抹嘴,['動詞'],
車大炮 / 車大砲,['動詞'],
曬命 / 晒命,['動詞'],
炫耀,['動詞'],
懶醒 / 讕醒,['動詞'],
懶叻 / 讕叻,['語句'],
和味,['形容詞'],
惹味,['形容詞'],
攪攪震 / 搞搞震,['動詞'],
好行夾唔送,['語句'],
瘦蜢蜢 / 瘦猛猛,['形容詞'],
瘦骨癩柴 / 瘦骨拉柴,['形容詞'],
多得⋯唔少,['語句'],
拍硬檔 / 拍爛檔,['語句'],
借⋯過橋 / 揾⋯過橋,['動詞'],搵⋯過橋
痄腮,['名詞'],
抑壓,['動詞'],
准許,['動詞'],
日光日白,['名詞'],
細軟,['名詞'],
暈浪,['動詞'],
暈浪丸,['名詞'],
萬一,['名詞'],
萬一,['連詞'],
宣佈 / 宣布,['動詞'],
流浪狗,['名詞'],
流浪,['動詞'],
流浪貓,['名詞'],
以其人之道還治其人之身,['語句'],
奇人異士,['名詞'],
尾鑊,['名詞'],
猜枚,['動詞'],
節能,['動詞'],
關心,['動詞'],
建議書,['名詞'],
百發百中,['語句'],
良辰吉日,['名詞'],
孭飛,['動詞'],
岌頭 / up頭,['動詞'],
借啲意 / 借d意,['動詞'],
推,['動詞'],
fake,['動詞'],
牙,['詞綴'],
世紀,['區別詞'],
世紀,['名詞'],
唐狗,['名詞'],
身,['名詞'],
帶領,['動詞'],
纏繞,['動詞'],
一遇,['詞綴'],
疊字,['名詞'],
八字,['名詞'],
時辰八字 / 生辰八字,['名詞'],
棚仔,['名詞'],
浪浪,['名詞'],
奸詐,['形容詞'],
軍艦,['名詞'],
打字,['動詞'],
西里爾字母,['名詞'],
喃字,['名詞'],
攝氏,['名詞'],
華氏,['名詞'],
咕喱 / 咕哩,['名詞'],
食字,['動詞'],
蜜蜂竇,['名詞'],
着緊 / 著緊,['動詞'],
頭,['量詞'],
半langkang / 半唥鯁,['形容詞'],
外父,['名詞'],
當票,['名詞'],
辱華,['動詞'],
架步,['名詞'],
掃蕩,['動詞'],
省鏡,['形容詞'],
寡佬,['名詞'],
官仔骨骨,['形容詞'],
大媽,['名詞'],
有睇頭,['形容詞'],
搶眼,['形容詞'],
富二代,['名詞'],
二世祖,['名詞'],
矯枉過正,['語句'],
𠽤 / 撠,['動詞'],
上把位,['名詞'],
徇眾要求,['語句'],徇衆要求
掣肘,['名詞'],
鐵膠,['名詞'],
饅頭,['名詞'],
色水,['名詞'],
霧霾,['名詞'],
八爪魚,['名詞'],
宅心仁厚,['形容詞'],
粉角,['名詞'],
神手,['名詞'],
學店,['名詞'],
點著,['動詞'],
旗手,['名詞'],
封閉,['動詞'],
來歷不明,['語句'],
敢言,['形容詞'],
耍盲雞,['名詞'],耍盲鷄
原型,['名詞'],
合拍片,['名詞'],
藍光,['名詞'],
可見光,['名詞'],
埃格斯特朗,['量詞'],
納米 / 奈米,['量詞'],
歡樂時光,['名詞'],
at at聲,['擬聲詞'],
玄妙,['形容詞'],
銅盤,['名詞'],
秘道,['名詞'],祕道
慶功宴,['名詞'],
安好,['形容詞'],
磚,['名詞'],
吊船,['名詞'],
幫口,['動詞'],
人辦,['名詞'],
電騙,['名詞'],
曬蓆,['動詞'],
細膽,['形容詞'],
風高浪急,['形容詞'],
轉插頭 / 轉頭,['名詞'],
去盡,['動詞'],
失球,['動詞'],
卡牌 / 咭牌,['名詞'],
拼盤,['名詞'],
經常,['副詞'],
季後賽,['名詞'],
走後門,['語句'],
火光,['名詞'],
馳名,['動詞'],
修建,['動詞'],
缸,['名詞'],
黑白,['名詞'],
引人入勝,['形容詞'],
瞄準,['動詞'],
蒙受,['動詞'],
辨別,['動詞'],
禮品,['名詞'],
的話,['連詞'],
澄清,['動詞'],
少量,['量詞'],
紙幣,['名詞'],
虹 / 烘,['名詞'],
瘋狂,['形容詞'],
呼,['語素'],
化驗,['動詞'],
裏頭,['名詞'],裡頭
編寫,['動詞'],
縱,['形容詞'],
鬆,['形容詞'],
軟弱,['形容詞'],
耳朵,['名詞'],
院校,['名詞'],
火,['量詞'],
習作,['名詞'],
閉,['語素'],
食糊,['動詞'],
NICAM,['名詞'],
儀式感,['名詞'],
成本價,['名詞'],
結尾,['名詞'],
低下,['形容詞'],
清白,['形容詞'],
的確,['副詞'],
付費,['動詞'],
避孕丸,['名詞'],
感冒,['名詞'],
感冒,['動詞'],
畏高,['名詞'],
快測,['名詞'],
白血病,['名詞'],
攬,['語素'],
蜜蠟,['名詞'],
家,['詞綴'],
氘,['名詞'],
氚,['名詞'],
冷卻,['動詞'],
加熱,['動詞'],
請君入甕,['語句'],
physics,['名詞'],
糊,['語素'],
一表人才 / 一表人材,['語句'],
大愛,['名詞'],
經驗之談,['語句'],
送飯,['動詞'],
前座,['名詞'],
有寶,['形容詞'],
女伴,['名詞'],
季尾,['名詞'],
好樣,['形容詞'],
名種,['形容詞'],
打鳳眼,['動詞'],
鋼管舞,['名詞'],
左閃右避,['動詞'],
轉職,['動詞'],
攻擊力,['名詞'],
一嘢,['副詞'],
搞清楚 / 搞清,['動詞'],
蒲點,['名詞'],
格價,['動詞'],
代購,['動詞'],
高位,['名詞'],
生草藥,['名詞'],生草葯
盲撐,['動詞'],
私,['語素'],
伸手,['動詞'],
熟落,['形容詞'],
兵臨城下,['語句'],
遠程,['區別詞'],
水族箱,['名詞'],
衰仔紙,['名詞'],
紙包,['區別詞'],
聚乙烯,['名詞'],
紙包飲品,['名詞'],
經驗值,['名詞'],
神神怪怪,['形容詞'],
日新月異,['形容詞'],
現實,['形容詞'],
現實,['名詞'],
審視,['動詞'],
不甘寂寞,['語句'],
有料,['語句'],
聯播,['動詞'],
見底,['動詞'],
職級,['名詞'],
終究,['副詞'],
免得,['動詞'],
生命,['名詞'],
火燒後欄,['語句'],
花生醬,['名詞'],
保持,['動詞'],
認真咩,['語句'],認眞咩
somehow,['副詞'],
畫風,['名詞'],
免佣,['動詞'],
收息,['動詞'],
焗汗,['動詞'],
嘴滑,['形容詞'],
歇宿,['動詞'],
緊接,['動詞'],
箔,['語素'],
錫紙,['名詞'],
燒錢,['動詞'],
燒銀紙,['動詞'],
惜字如金,['語句'],
花心大少,['名詞'],
主軸,['名詞'],
外父咁外,['形容詞'],
私慾,['名詞'],
仄紙,['名詞'],
乳豬紙,['名詞'],
站牌,['名詞'],
紙,['量詞'],
生擒,['動詞'],
美談,['名詞'],
癲癲廢廢,['形容詞'],
爽神,['形容詞'],
沙坦,['名詞'],
冒起,['動詞'],
未能,['動詞'],
新居,['名詞'],
有面,['形容詞'],
行唔埋,['形容詞'],
資料庫,['名詞'],
影響力,['名詞'],
輸贏,['名詞'],
最低工資,['名詞'],
獲勝,['動詞'],
休養生息,['動詞'],
人性化,['形容詞'],
修為,['名詞'],修爲
穿梭巴士,['名詞'],
NPC,['名詞'],
偷影,['動詞'],
圓眼,['名詞'],
提醒,['動詞'],
和平共處,['動詞'],
開門,['動詞'],
歇息,['動詞'],
人次,['量詞'],
偏見,['名詞'],
分析師,['名詞'],
守舊,['形容詞'],
相聲,['動詞'],
優越感,['名詞'],
帖文 / 貼文,['名詞'],
心底,['名詞'],
劣評,['名詞'],
往績,['名詞'],
隔,['動詞'],
枝頭,['名詞'],
黯然神傷,['語句'],
長情,['形容詞'],
長傳,['動詞'],
撈起,['動詞'],
四強,['名詞'],
國際化,['形容詞'],
回購,['動詞'],
拆售,['動詞'],
變陣,['動詞'],
變質,['動詞'],
劣作,['名詞'],
妖魔化,['動詞'],
收集,['動詞'],
仍舊,['副詞'],
大髀 / 大脾,['名詞'],
工匠,['名詞'],
磨合,['動詞'],
工字冇出頭,['語句'],
工業,['區別詞'],
工業,['名詞'],
海岸線,['名詞'],
揀樓,['動詞'],㨂樓
小編,['代詞'],
奸笑,['動詞'],
公器私用,['語句'],
吸貓,['動詞'],
東半球,['名詞'],
西半球,['名詞'],
唔時唔候,['語句'],
太空望遠鏡,['名詞'],
南半球,['名詞'],
全院滿座,['語句'],
豪豬 / 箭豬,['名詞'],
對應,['名詞'],
自摸,['動詞'],
足料,['形容詞'],
加速師,['名詞'],
福氣,['名詞'],
利利是是,['形容詞'],
緯度,['名詞'],
經緯度,['名詞'],
獨木舟,['名詞'],
戲稱,['動詞'],
梱,['動詞'],
運載,['動詞'],
齊上齊落,['動詞'],
撫養,['動詞'],
顯然,['形容詞'],
少食多滋味,['語句'],
填滿,['動詞'],塡滿
試手,['動詞'],
理據,['名詞'],
龍蛇混雜,['形容詞'],
唔落,['詞綴'],
大傻,['名詞'],
以外,['介詞'],
盤旋,['動詞'],
進取,['形容詞'],
修正,['動詞'],
樂天,['形容詞'],
嬰孩,['名詞'],
怔,['動詞'],
死,['區別詞'],
赤道,['名詞'],
子午線,['名詞'],
老坐,['名詞'],
經度,['名詞'],
神威,['名詞'],
奧斯卡,['名詞'],
好心機,['形容詞'],
戰區,['名詞'],
順檔,['形容詞'],
耳根清淨,['形容詞'],
停低,['動詞'],
隱喻,['名詞'],
尤其是,['副詞'],
成品,['名詞'],
管理層,['名詞'],
預留,['動詞'],
好笑口,['形容詞'],
歪理,['名詞'],
爛打,['形容詞'],
唱淡,['動詞'],
掛冠求去,['動詞'],
雙修,['名詞'],
滋擾,['動詞'],
休憩,['動詞'],
大使館,['名詞'],
掘,['動詞'],
找零,['動詞'],
吹奏,['動詞'],
提供,['動詞'],
雞皮紙,['名詞'],鷄皮紙
除非,['連詞'],
哥基,['名詞'],
花影,['名詞'],
山寨幣,['名詞'],
代幣,['名詞'],
工業邨,['名詞'],
行 / 衡,['形容詞'],
先排,['名詞'],
就正,['名詞'],
謹慎,['形容詞'],
冇拘論,['語句'],
偽毒,['名詞'],僞毒
扣除,['動詞'],
無上,['區別詞'],
心如止水,['語句'],
造人,['動詞'],
起心,['動詞'],
累事,['動詞'],
stalk,['動詞'],
創造,['動詞'],
螢火蟲,['名詞'],
遺忘,['動詞'],
高端,['形容詞'],
引退,['動詞'],
利益輸送,['語句'],
高追,['動詞'],
分散,['動詞'],
塘蝞 / 塘𧋦,['名詞'],
套,['動詞'],
黐飯食,['動詞'],
心適,['形容詞'],
軍犬,['名詞'],
儘地,['形容詞'],
難聽過粗口,['語句'],
高架,['區別詞'],
架空,['區別詞'],
亂中有序,['語句'],
化,['語素'],
嗅,['動詞'],
密麻麻 / 密密麻麻,['形容詞'],
功能,['名詞'],
覺悟,['名詞'],
低端,['區別詞'],
創造力,['名詞'],
橡膠子彈,['名詞'],
桃膠,['名詞'],
住處,['名詞'],
月內,['副詞'],
鬼市,['名詞'],
天光墟,['名詞'],
矽膠,['名詞'],
迷,['詞綴'],
原配,['名詞'],
扣題,['形容詞'],
弱化,['動詞'],
該處,['代詞'],
次於,['動詞'],
強者,['名詞'],
能力值,['名詞'],
加緊,['動詞'],
出聲,['動詞'],
催淚,['形容詞'],
攞走,['動詞'],
定力,['名詞'],
居功,['動詞'],
神作,['名詞'],
頭也不回,['語句'],
星味,['名詞'],
手肘,['名詞'],
吸濕劑 / 抽濕劑,['名詞'],"吸溼劑,抽溼劑"
十號風球 / 十號波,['名詞'],
生膠,['名詞'],
特訓,['名詞'],
助攻,['動詞'],
地盤佬,['名詞'],
專門店,['名詞'],
權鬥,['名詞'],
骨膠原,['名詞'],
色誘,['動詞'],
申請表,['名詞'],
球壇,['名詞'],
青睞,['名詞'],
捉實,['動詞'],
膠水,['名詞'],
花膠,['名詞'],
鰾,['名詞'],
橡膠,['名詞'],
橡皮,['名詞'],
膠原蛋白,['名詞'],
膠層,['名詞'],
明膠,['名詞'],
魚膠,['名詞'],
魚泡 / 魚卜,['名詞'],
侍,['動詞'],
打火,['動詞'],
上排,['副詞'],
另覓,['動詞'],
心猿意馬,['形容詞'],
勸退,['動詞'],
定當,['副詞'],
咩玩法,['語句'],
未定,['語句'],
睇漏,['動詞'],
乳膠,['名詞'],
坦然,['形容詞'],
亮麗,['形容詞'],
預售,['動詞'],
聚合物,['名詞'],
乳液,['名詞'],
專屬,['動詞'],
搭配,['名詞'],
牌面,['名詞'],
傳波,['動詞'],
副選,['名詞'],
掃地,['動詞'],
數理,['名詞'],
即討,['名詞'],
左膠,['名詞'],
平排,['動詞'],
音效,['名詞'],
空身,['副詞'],
喜惡,['動詞'],
得嗰,['連詞'],
絕對零度,['名詞'],
超導體,['名詞'],
絕緣體,['名詞'],
shock / shocked,['形容詞'],
民兵,['名詞'],
八大,['名詞'],
驚天,['形容詞'],
打後,['名詞'],
好惹,['形容詞'],
身兼,['動詞'],
本命,['名詞'],
集體回憶,['名詞'],
閃閃發光,['語句'],
咩事,['語句'],
綵燈,['名詞'],
再生,['區別詞'],
乖乖,['區別詞'],
邊忽,['代詞'],
深潛,['動詞'],
做大,['動詞'],
翻唱,['名詞'],
煮嘢,['動詞'],
差在,['連詞'],
火,['詞綴'],
心噏 / 心悒,['形容詞'],
雞,['動詞'],鷄
車閘,['名詞'],
心意,['名詞'],
海防,['名詞'],
觀眾,['名詞'],觀衆
包,['名詞'],
狐,['語素'],
呂祖,['名詞'],
夢想成真,['語句'],夢想成眞
推,['動詞'],
釘,['名詞'],
節,['語素'],
今時今日,['副詞'],
食洋腸,['動詞'],
洋腸,['名詞'],
工作,['名詞'],
暹羅,['名詞'],
瓢蟲,['名詞'],
未夠喉 / 唔夠喉,['形容詞'],
驚覺,['動詞'],
下,['量詞'],
意頭,['名詞'],
慈姑椗 / 慈菇椗,['名詞'],
隨手,['副詞'],
比高包 / 比高,['名詞'],
拉釘,['名詞'],
魏,['名詞'],
偽,"['形容詞', '語素']",僞
夾口供,['動詞'],
望,['動詞'],
下功夫,['動詞'],
功夫,['名詞'],
囉機字 / 鑼機字,['名詞'],
重建盤,['名詞'],
粢飯,['名詞'],
花蜜,['名詞'],
囉機 / 鑼機,['名詞'],
笏 / 屈,['語素'],
狗官,['名詞'],
師奶,['名詞'],
孻尾 / 孻屘,['區別詞'],
老泥妹,['名詞'],
老尷,['形容詞'],
銜頭,['名詞'],
伯母,['名詞'],
世伯,['名詞'],
打冷震,['動詞'],
斬釘截鐵,['形容詞'],
身家,['名詞'],
聖地,['名詞'],
尷尬,['形容詞'],
尷,['語素'],
專登,['副詞'],
還是,['連詞'],
分類學,['名詞'],
倒掛臘鴨,['語句'],
廢村,['名詞'],
豐胸,['動詞'],
錄影機,['名詞'],
轉移視線,['動詞'],
生死之交,['名詞'],
高薪厚職,['名詞'],
投懷送抱,['動詞'],
輸打贏要,['動詞'],
丟人現眼,['語句'],
帶兵,['動詞'],
見真章,['動詞'],見眞章
食評,['名詞'],
泥古,['形容詞'],
吹波糖,['名詞'],
腸治,['名詞'],
趁勢,['動詞'],
籌錢,['動詞'],
執雜,['動詞'],
灰熊,['名詞'],
阿太,['名詞'],
齊章,['形容詞'],
性取向 / 性向,['名詞'],
無可厚非,['語句'],
優勢,['名詞'],
躊躇,['動詞'],
回顧,['動詞'],
名不經傳,['形容詞'],
默然,['副詞'],
焚書坑儒,['語句'],
青春常駐,['語句'],
大喝,['動詞'],
轉贈,['動詞'],
老子,['代詞'],
開山祖師,['名詞'],
KongU,['名詞'],
地下街,['名詞'],
叶音 / 協音,['形容詞'],
亂入,['動詞'],
易地而處,['語句'],
巾幗不讓鬚眉,['語句'],
講得出做得到,['語句'],
武戲,['名詞'],
迎新日,['名詞'],
雋永,['形容詞'],
唔分莊閒,['語句'],
吊筆,['動詞'],
湊客,['動詞'],
u grad,['動詞'],
點樣樣,['代詞'],
暗通款曲,['動詞'],
房租,['名詞'],
伸手不見五指,['語句'],
枯木逢春,['語句'],
搖籃曲,['名詞'],
港英餘孽,['名詞'],
享清福,['動詞'],
話分兩頭,['語句'],
入台證 / 入台証,['名詞'],
盟國,['名詞'],
羅馬字母,['名詞'],
流量密碼,['名詞'],
新式,['區別詞'],
規條,['名詞'],
酒窖,['名詞'],
地窖,['名詞'],
報備,['動詞'],
舊型,['區別詞'],
粵語入文,['名詞'],
文臣,['名詞'],
主子,['名詞'],
意譯,['名詞'],
醬油,['名詞'],
停車,['動詞'],
起薪點,['名詞'],
吉士粉,['名詞'],
矢,['語素'],
心心眼,['動詞'],
隕石坑,['名詞'],
黃蜂竇,['名詞'],
地腳線,['名詞'],
變速箱,['名詞'],
廿四味,['名詞'],
炸物,['名詞'],
軍神,['名詞'],
水體,['名詞'],
水費,['名詞'],
獻花,['動詞'],
Poly,['名詞'],
三大,['名詞'],
UST,['名詞'],
作鹽作光,['語句'],
一體均霑,['語句'],
綿延 / 延綿,['動詞'],
賣港,['動詞'],
伏首貼耳 / 俯首帖耳,['形容詞'],
踽踽獨行,['語句'],
排檔,['名詞'],
蘇彝士運河 / 蘇伊士運河,['名詞'],
黑長直,['形容詞'],
戰國時代,['語句'],
群英,['名詞'],羣英
垂聽,['動詞'],
夜夜笙歌,['形容詞'],
攙雜,['動詞'],
魂斷,['動詞'],
𢳆𢳆岌 / 𢳆𢳆岋,['形容詞'],
上壆,['動詞'],
降水,['動詞'],
一嚟,['連詞'],
洗手液,['名詞'],
高下立見,['語句'],
大小同價,['語句'],
文化人,['名詞'],
明度,['名詞'],
嬌喘,['動詞'],
入鏡,['動詞'],
音階,['名詞'],
建制派,['名詞'],
紙醉金迷,['形容詞'],
鐵窗,['名詞'],
呻窮,['動詞'],
朝九晚五,['名詞'],
練水,['動詞'],
神誕,['名詞'],
靈修,['動詞'],
坐視不理,['動詞'],
遇險,['動詞'],
反應堆,['名詞'],
家暴,['動詞'],
天帝,['名詞'],
慢性病,['名詞'],
石塘,['名詞'],
引水道,['名詞'],
濾水廠,['名詞'],
亮晶晶,['形容詞'],
一地兩檢,['名詞'],
司警,['名詞'],
濕租,['名詞'],溼租
言人人殊,['語句'],
安全氣袋,['名詞'],
涮涮鍋,['名詞'],
燒膠,['名詞'],
日晷,['名詞'],
錫蘭,['名詞'],
熔斷,['動詞'],
大礙,['名詞'],
鯨大,['名詞'],
黑科技,['名詞'],
專業試,['名詞'],
牙骹戰 / 牙鉸戰,['名詞'],
大眾臉,['名詞'],大衆臉
圖窮匕見 / 圖窮匕現,['語句'],
升官發財,['動詞'],
medic,['名詞'],
丁地,['名詞'],
寡情薄倖,['形容詞'],
入藥,['動詞'],入葯
何首烏,['名詞'],
金銀花,['名詞'],
停屍間,['名詞'],
太空站,['名詞'],
公開信,['名詞'],
無患子,['名詞'],
石龍子,['名詞'],
豬籠草,['名詞'],
冷氣軍師,['名詞'],
預覽,['動詞'],
順民,['名詞'],
自僱,['動詞'],
傷疤,['名詞'],
午膳,['名詞'],
舊聞,['名詞'],
考車,['動詞'],
網名嚟啫,['語句'],
大絕,['名詞'],
精蟲,['名詞'],
一支箭 / 一枝箭,['副詞'],
答題技巧,['名詞'],
回暖,['動詞'],
冬蟲夏草,['名詞'],
平安藥,['名詞'],平安葯
常規菜,['名詞'],
玩火自焚,['語句'],
雜牌,['區別詞'],
農友,['名詞'],
火化爐,['名詞'],
爛面,['動詞'],
滅團,['動詞'],
淫賊,['名詞'],
FBI,['名詞'],
飄洋過海,['動詞'],
有形,['形容詞'],
易服,['動詞'],
親朋好友,['名詞'],
施刀,['動詞'],
直斥其非,['動詞'],
必理痛,['名詞'],
反超前,['動詞'],
air,['名詞'],
事不過三,['語句'],
暈低,['動詞'],
軍事法庭,['名詞'],
合作無間,['語句'],
一較高下 / 一決高下,['語句'],
jacuzzi,['名詞'],
最後通牒,['名詞'],
居高臨下,['語句'],
改朝換代,['語句'],
楚楚可憐,['形容詞'],
一見鍾情,['語句'],
fat fat,['語句'],
問到口啞 / 問到口啞啞,['語句'],
屌到反艇,['語句'],
軟綿綿,['形容詞'],
異世界,['名詞'],
粉仔,['名詞'],
證件相,['名詞'],
遣散費,['名詞'],
談虎色變,['語句'],
上綱上線,['語句'],
灰色地帶,['名詞'],
言外之意,['名詞'],
刷存在感 / 擦存在感,['動詞'],
搞出人命,['動詞'],
圖謀不軌 / 謀圖不軌,['語句'],
博聞強記,['形容詞'],
兩文三語,['名詞'],
守龍,['動詞'],
排遣,['動詞'],
性奴,['名詞'],
笑位,['名詞'],
派帽,['動詞'],
幻幻,['名詞'],
紙皮箱,['名詞'],
騎虎難下,['語句'],
客𨋢,['名詞'],
支薪,['動詞'],
眼眸,['名詞'],
陳設,['名詞'],
蒲葵,['名詞'],
引戰,['動詞'],
